BOOK_URL;NUM_MAX_PAGES
http://literature.awgp.org/book/aapattiyon_me_dhairya/v1.1;http://literature.awgp.org/book/aapattiyon_me_dhairya/v1.24
http://literature.awgp.org/book/aayurved_ka_vyapak_kshetra/v1.1;http://literature.awgp.org/book/aayurved_ka_vyapak_kshetra/v1.18
http://literature.awgp.org/book/arogyata_ka_adhar__sharirik_shram/v1.1;http://literature.awgp.org/book/arogyata_ka_adhar__sharirik_shram/v1.4
http://literature.awgp.org/book/Aarthik_Swavlamban/v1.1;http://literature.awgp.org/book/Aarthik_Swavlamban/v1.102
http://literature.awgp.org/book/aaveshgrast_hone_men_apaar_hani/v1.1;http://literature.awgp.org/book/aaveshgrast_hone_men_apaar_hani/v1.7
http://literature.awgp.org/book/Aasan_Aur_Pranayam/v3.1;http://literature.awgp.org/book/Aasan_Aur_Pranayam/v3.7
http://literature.awgp.org/book/Aasan_Aur_Pranayam/v1.1;http://literature.awgp.org/book/Aasan_Aur_Pranayam/v1.40
http://literature.awgp.org/book/aasan_pranayam_bandh_mudra_panchakosh_dhyan/v1.1;http://literature.awgp.org/book/aasan_pranayam_bandh_mudra_panchakosh_dhyan/v1.11
http://literature.awgp.org/book/aastik_kaun_nastik_kaun/v1.1;http://literature.awgp.org/book/aastik_kaun_nastik_kaun/v1.33
http://literature.awgp.org/book/aastikata_ka_pran_hai_shraddha/v2.1;http://literature.awgp.org/book/aastikata_ka_pran_hai_shraddha/v2.32
http://literature.awgp.org/book/aastikata_kee_upayogita_aur_aavashyakata/v2.1;http://literature.awgp.org/book/aastikata_kee_upayogita_aur_aavashyakata/v2.3
http://literature.awgp.org/book/aastikata_kee_upayogita_aur_aavashyakata/v1.1;http://literature.awgp.org/book/aastikata_kee_upayogita_aur_aavashyakata/v1.41
http://literature.awgp.org/book/Aastikata_Manav_Jeevan_Ki_Anivarya_Aavasyakata/v1.1;http://literature.awgp.org/book/Aastikata_Manav_Jeevan_Ki_Anivarya_Aavasyakata/v1.161
http://literature.awgp.org/book/aastikavad_tathy_evan_saty/v1.1;http://literature.awgp.org/book/aastikavad_tathy_evan_saty/v1.88
http://literature.awgp.org/book/Indriya_Sanyam_Ka_Mahatva/v1.1;http://literature.awgp.org/book/Indriya_Sanyam_Ka_Mahatva/v1.25
http://literature.awgp.org/book/ikkeesaveen_sadee_ka_gangavataran/v3.1;http://literature.awgp.org/book/ikkeesaveen_sadee_ka_gangavataran/v3.17
http://literature.awgp.org/book/ikkeesaveen_sadee_ka_sanvidhan/v2.1;http://literature.awgp.org/book/ikkeesaveen_sadee_ka_sanvidhan/v2.21
http://literature.awgp.org/book/ikkeesaveen_sadee_ka_sanvidhan/v1.1;http://literature.awgp.org/book/ikkeesaveen_sadee_ka_sanvidhan/v1.113
http://literature.awgp.org/book/ekkisvi_sadi_ki_mang_yug_netrutva/v1.1;http://literature.awgp.org/book/ekkisvi_sadi_ki_mang_yug_netrutva/v1.8
http://literature.awgp.org/book/Ekkisavi_Sadi_Ujjwal_Bhavishya/v4.1;http://literature.awgp.org/book/Ekkisavi_Sadi_Ujjwal_Bhavishya/v4.23
http://literature.awgp.org/book/Ekkisavi_Sadi_Ujjwal_Bhavishya/v5.1;http://literature.awgp.org/book/Ekkisavi_Sadi_Ujjwal_Bhavishya/v5.9
http://literature.awgp.org/book/Indriya_Sanyam_Ka_Mahatva/v3.1;http://literature.awgp.org/book/Indriya_Sanyam_Ka_Mahatva/v3.4
http://literature.awgp.org/book/ikkisvi_sadi_ke_liye_hame/v1.1;http://literature.awgp.org/book/ikkisvi_sadi_ke_liye_hame/v1.111
http://literature.awgp.org/book/ikkisvi_sadi_ke_liye_hame/v2.1;http://literature.awgp.org/book/ikkisvi_sadi_ke_liye_hame/v2.19
http://literature.awgp.org/book/Ekkisavi_Sadi_Ujjwal_Bhavishya/v2.1;http://literature.awgp.org/book/Ekkisavi_Sadi_Ujjwal_Bhavishya/v2.57
http://literature.awgp.org/book/Ekkisavi_Sadi_Ujjwal_Bhavishya/v1.1;http://literature.awgp.org/book/Ekkisavi_Sadi_Ujjwal_Bhavishya/v1.57
http://literature.awgp.org/book/Eshwar_aur_Ushki_Anubhuti/v1.1;http://literature.awgp.org/book/Eshwar_aur_Ushki_Anubhuti/v1.504
http://literature.awgp.org/book/Ishwar_Aur_Swarg_Prapti_Ka_Sachcha_Marg/v1.1;http://literature.awgp.org/book/Ishwar_Aur_Swarg_Prapti_Ka_Sachcha_Marg/v1.49
http://literature.awgp.org/book/ishvar_aur_svarg_prapti_ka_rajmarg/v1.1;http://literature.awgp.org/book/ishvar_aur_svarg_prapti_ka_rajmarg/v1.48
http://literature.awgp.org/book/Ishwar_Ka_Virat_Roop/v1.1;http://literature.awgp.org/book/Ishwar_Ka_Virat_Roop/v1.24
http://literature.awgp.org/book/Ishwar_Ka_Virat_Roop/v3.1;http://literature.awgp.org/book/Ishwar_Ka_Virat_Roop/v3.9
http://literature.awgp.org/book/Ishwar_Kaun_Hai_Kaisa_Hai_Kahan_Hai/v3.1;http://literature.awgp.org/book/Ishwar_Kaun_Hai_Kaisa_Hai_Kahan_Hai/v3.7
http://literature.awgp.org/book/Ishwar_Kaun_Hai_Kaisa_Hai_Kahan_Hai/v1.1;http://literature.awgp.org/book/Ishwar_Kaun_Hai_Kaisa_Hai_Kahan_Hai/v1.102
http://literature.awgp.org/book/ishwar_chandra_vidyasagar/v1.1;http://literature.awgp.org/book/ishwar_chandra_vidyasagar/v1.32
http://literature.awgp.org/book/Ishwar_Ke_Sath_Sajhedari_Har_Drishti_Se_Nafe_Ka_Sauda/v1.1;http://literature.awgp.org/book/Ishwar_Ke_Sath_Sajhedari_Har_Drishti_Se_Nafe_Ka_Sauda/v1.63
http://literature.awgp.org/book/ishvar_se_sazedari_har_drusti_se_nafe_ka_sauda/v1.1;http://literature.awgp.org/book/ishvar_se_sazedari_har_drusti_se_nafe_ka_sauda/v1.63
http://literature.awgp.org/book/Ishwariya_Nyay/v2.1;http://literature.awgp.org/book/Ishwariya_Nyay/v2.6
http://literature.awgp.org/book/Ishwariya_Nyay/v1.1;http://literature.awgp.org/book/Ishwariya_Nyay/v1.24
http://literature.awgp.org/book/The_Demand_of_the_Times/v3.1;http://literature.awgp.org/book/The_Demand_of_the_Times/v3.4
http://literature.awgp.org/book/The_Demand_of_the_Times/v2.1;http://literature.awgp.org/book/The_Demand_of_the_Times/v2.16
http://literature.awgp.org/book/Recitation_and_Meditation/v4.1;http://literature.awgp.org/book/Recitation_and_Meditation/v4.2
http://literature.awgp.org/book/ujjawal_bhavishya_ke_jyoti_kan/v1.1;http://literature.awgp.org/book/ujjawal_bhavishya_ke_jyoti_kan/v1.12
http://literature.awgp.org/book/Utavali_Na_Kare_Udvign_Na_Ho/v2.1;http://literature.awgp.org/book/Utavali_Na_Kare_Udvign_Na_Ho/v2.6
http://literature.awgp.org/book/utkrusht_aur_parishkrut_jeevan/v1.1;http://literature.awgp.org/book/utkrusht_aur_parishkrut_jeevan/v1.6
http://literature.awgp.org/book/utkrasht_chintan_aur_uski_pratikriya/v1.1;http://literature.awgp.org/book/utkrasht_chintan_aur_uski_pratikriya/v1.2
http://literature.awgp.org/book/Udarta_Aur_Durdarshita/v3.1;http://literature.awgp.org/book/Udarta_Aur_Durdarshita/v3.12
http://literature.awgp.org/book/Udarta_Aur_Durdarshita/v1.1;http://literature.awgp.org/book/Udarta_Aur_Durdarshita/v1.25
http://literature.awgp.org/book/Unse_Jo_50_Ke_Ho_Chale/v1.1;http://literature.awgp.org/book/Unse_Jo_50_Ke_Ho_Chale/v1.34
